#,Project,Tracker,Parent task,Parent task subject,Status,Priority,Subject,Author,Assignee,Updated,Category,Target version,Start date,Due date,Estimated time,Total estimated time,Spent time,Total spent time,% Done,Created,Closed,Last updated by,Related issues,Files,Tags,Bug Detected Phase,Bug Injected Phase,Log Type
627,穿山甲,Story,471,重构 Project 核心模型,Done,Normal,代表可以查看签到表数据,毕艳芳,余鹏飞,2020-04-29 09:10,"",V0.7,2020-04-20,2020-04-21,8.00,8.00,0.00,0.00,100,2020-04-17 17:08,2020-04-29 09:10,徐苗,"","","穿山甲, nood-service","","",""
623,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,小程序Tracking表管理中的详情时间使用24小时制的,毕艳芳,余鹏飞,2020-07-09 10:27,"",V0.7,2020-04-17,2020-04-17,1.00,1.00,0.00,0.00,100,2020-04-17 10:59,2020-04-22 09:19,徐苗,"",WechatIMG5712.jpeg,穿山甲,PRD Bug,开发,""
621,穿山甲,Story,471,重构 Project 核心模型,Done,Normal,穿山甲小程序如果用户存在头像，在我的页面显示头像,毕艳芳,余鹏飞,2020-04-29 09:10,"",V0.7,2020-04-17,2020-04-17,3.00,3.00,0.00,0.00,100,2020-04-16 19:08,2020-04-29 09:10,徐苗,"","",穿山甲,"","",""
609,穿山甲,Bug,569,E 讲堂的医生信息收集,Done,Normal,身份认证时，点击撤销后，再次认证，报错,徐苗,余鹏飞,2020-04-16 10:12,"",V0.7,2020-04-15,2020-04-15,1.00,1.00,0.00,0.00,100,2020-04-15 18:23,2020-04-16 10:12,徐苗,Related to #577,"","",IT Bug,需求,""
595,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,添加DSM时，手机号为空报错,毕艳芳,余鹏飞,2020-04-13 10:01,"",V0.7,2020-04-10,2020-04-10,"","",0.00,0.00,100,2020-04-10 18:42,2020-04-13 09:16,徐苗,Related to #515,bug.png,"",UAT Bug,开发,""
593,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,DSM 身份确认后，回到首页，首页内容还是MR的内容,毕艳芳,余鹏飞,2020-04-13 14:44,"",V0.7,2020-04-10,2020-04-10,"","",0.00,0.00,100,2020-04-10 16:48,2020-04-10 19:10,徐苗,"","",穿山甲,UAT Bug,开发,""
584,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,真机测试时，完善个人信息中的姓名，唤出的数字键盘,徐苗,余鹏飞,2020-04-09 18:45,"",V0.7,2020-04-09,2020-04-09,"","",0.00,0.00,100,2020-04-09 16:14,2020-04-09 17:39,余鹏飞,Related to #529,"","",IT Bug,开发,""
582,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,穿山甲AMM点击发送邮件，发送失败,徐苗,余鹏飞,2020-04-09 17:39,"",V0.7,2020-04-09,2020-04-09,0.50,0.50,0.00,0.00,100,2020-04-09 15:38,2020-04-09 17:39,徐苗,"",clipboard-202004091537-coqdk.png,"",IT Bug,开发,""
579,穿山甲,Story,569,E 讲堂的医生信息收集,Done,Normal,登录首页调查问卷提醒,毕艳芳,余鹏飞,2020-04-22 09:19,"",V0.7,2020-04-14,2020-04-14,4.00,4.00,0.00,0.00,100,2020-04-09 15:16,2020-04-22 09:19,徐苗,Related to #637,"",穿山甲,"","",""
577,穿山甲,Story,569,E 讲堂的医生信息收集,Done,Normal,穿山甲用户确认身份时，确认身份的唯一性,毕艳芳,余鹏飞,2020-04-22 09:19,"",V0.7,2020-04-15,2020-04-15,4.00,4.00,0.00,0.00,100,2020-04-09 14:49,2020-04-22 09:19,徐苗,Related to #609,"",穿山甲,"","",""
572,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,MR身份确认后，还是体验帐号的DSM关系,徐苗,余鹏飞,2020-04-09 17:39,"",V0.7,2020-04-08,2020-04-08,"","",0.00,0.00,100,2020-04-08 19:19,2020-04-09 17:39,徐苗,Related to #529,"","",IT Bug,开发,""
566,穿山甲,Bug,385,直播信息实时在穿山甲展现,Done,Normal,直播时间还没有到，就显示了直播信息页面，导致修改按钮没有显示,毕艳芳,余鹏飞,2020-04-13 10:04,"",V0.7,2020-04-07,2020-04-07,1.00,1.00,0.00,0.00,100,2020-04-07 13:16,2020-04-13 10:04,徐苗,"",bug11.jpg,医脉通,PRD Bug,开发,""
555,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,修改后点击保存，报错,徐苗,余鹏飞,2020-04-03 11:10,"",V0.7,2020-04-02,2020-04-02,"","",0.00,0.00,100,2020-04-02 13:46,2020-04-03 11:10,徐苗,Related to #515,clipboard-202004021346-8zbvl.png,"",IT Bug,开发,""
554,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,DSM中的员工加入的项目没显示,徐苗,余鹏飞,2020-04-03 11:47,"",V0.7,2020-04-02,2020-04-02,"","",0.00,0.00,100,2020-04-02 13:32,2020-04-03 11:47,徐苗,Related to #515,clipboard-202004021332-q9gou.png,"",IT Bug,开发,""
553,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,DSM添加，工号长度没做验证,徐苗,余鹏飞,2020-04-03 10:59,"",V0.7,2020-04-02,2020-04-02,"","",0.00,0.00,100,2020-04-02 11:59,2020-04-03 10:59,徐苗,Related to #515,clipboard-202004021158-dito0.png,"",IT Bug,开发,""
545,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,备注字数过多时页面中没换行,徐苗,余鹏飞,2020-04-08 09:22,"",V0.7,2020-04-01,2020-04-01,"","",0.00,0.00,100,2020-04-01 19:32,2020-04-08 09:22,徐苗,"Related to #514, Related to #516","","",IT Bug,开发,""
543,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,公司管理中，按钮应该叫「保存」,徐苗,余鹏飞,2020-04-03 11:10,"",V0.7,2020-04-01,2020-04-01,"","",0.00,0.00,100,2020-04-01 15:13,2020-04-03 11:10,徐苗,Related to #514,clipboard-202004011513-kmfqw.png,"",IT Bug,开发,""
533,穿山甲,Story,471,重构 Project 核心模型,Rejected,Normal,活动列表变更,毕艳芳,余鹏飞,2020-04-08 09:24,"",V0.7,2020-04-08,2020-04-08,4.00,4.00,0.00,0.00,0,2020-03-27 18:43,2020-04-08 09:24,徐苗,Related to #564,"","穿山甲, nood-service","","",""
531,穿山甲,Story,471,重构 Project 核心模型,Done,Normal,DSM-我的团队,毕艳芳,余鹏飞,2020-04-14 11:25,"",V0.7,2020-04-03,2020-04-07,12.00,12.00,0.00,0.00,100,2020-03-27 18:36,2020-04-14 11:25,徐苗,"","","穿山甲, nood-service","","",""
529,穿山甲,Story,471,重构 Project 核心模型,Done,Normal,身份确认,毕艳芳,余鹏飞,2020-04-14 11:25,"",V0.7,2020-04-01,2020-04-01,8.00,8.00,0.00,0.00,100,2020-03-27 18:16,2020-04-14 11:25,徐苗,"Related to #572, Related to #584","","穿山甲, nood-service","","",""
525,穿山甲,Bug,415,Tracking 表管理（小程序、Web）,Done,Normal,诺华E讲堂第二期待核查活动存在PPT，发送PPT报错500,毕艳芳,余鹏飞,2020-03-31 19:25,"",V0.7,2020-03-26,2020-03-26,"","",0.00,0.00,100,2020-03-26 14:23,2020-03-31 19:25,徐苗,"",02bug.png,"",UAT Bug,架构,""
522,穿山甲,Bug,416,ACC 面单管理,Done,Normal,面单录入验证错误,毕艳芳,余鹏飞,2020-03-31 20:04,"",V0.7,2020-03-26,2020-03-26,"","",0.00,0.00,100,2020-03-26 09:48,2020-03-31 20:04,徐苗,"","",咯叽服务,PRD Bug,开发,""
519,穿山甲,Bug,385,直播信息实时在穿山甲展现,Done,Normal,连续推送开始直播时，显示的开始时间是最新的开始时间，推送结束直播后，显示的是的第一个开始时间,徐苗,余鹏飞,2020-03-26 08:43,"",V0.7,2020-03-25,2020-03-25,"","",0.00,0.00,100,2020-03-25 16:05,2020-03-26 08:43,徐苗,Related to #499,"","",IT Bug,开发,""
515,穿山甲,Story,471,重构 Project 核心模型,Done,Normal,DSM管理,毕艳芳,余鹏飞,2020-04-13 10:01,"",V0.7,2020-03-30,2020-03-31,16.00,16.00,0.00,0.00,100,2020-03-25 14:58,2020-04-13 10:01,徐苗,"Related to #552, Related to #553, Related to #554, Related to #555, Related to #595","",noodle-thymeleaf,"","",""
514,穿山甲,Story,471,重构 Project 核心模型,Done,Normal,公司管理,毕艳芳,余鹏飞,2020-04-13 10:04,"",V0.7,2020-03-26,2020-03-27,16.00,16.00,0.00,0.00,100,2020-03-25 14:31,2020-04-13 10:04,徐苗,"Related to #543, Related to #545, Related to #550","",noodle-thymeleaf,"","",""
492,穿山甲,Bug,415,Tracking 表管理（小程序、Web）,Done,Normal,签到表和tracking表邮件发送失败,徐苗,余鹏飞,2020-03-23 16:47,"",V0.7,2020-03-23,2020-03-23,"","",0.00,0.00,100,2020-03-23 14:58,2020-03-23 16:47,徐苗,Related to #381,691584946561_.pic.jpg,"",IT Bug,开发,""
491,穿山甲,Bug,415,Tracking 表管理（小程序、Web）,Done,Normal,点击发送至邮箱后，没保存填写的邮箱,徐苗,余鹏飞,2020-03-23 16:48,"",V0.7,2020-03-23,2020-03-23,"","",0.00,0.00,100,2020-03-23 09:41,2020-03-23 16:48,徐苗,Related to #381,"","",IT Bug,开发,""
490,穿山甲,Bug,415,Tracking 表管理（小程序、Web）,Done,Normal,取消的原因，不是固定的，根据取消原因做显示,徐苗,余鹏飞,2020-03-23 14:27,"",V0.7,2020-03-23,2020-03-23,"","",0.00,0.00,100,2020-03-21 15:01,2020-03-23 14:27,徐苗,Related to #381,"","",IT Bug,需求,""
487,穿山甲,Bug,415,Tracking 表管理（小程序、Web）,Done,Normal,邮箱应为可填写，而不是这样固定的,徐苗,余鹏飞,2020-03-23 16:47,"",V0.7,2020-03-23,2020-03-23,"","",0.00,0.00,100,2020-03-21 11:43,2020-03-23 16:47,徐苗,Related to #381,651584762136_.pic.jpg,"",IT Bug,开发,""
486,穿山甲,Bug,415,Tracking 表管理（小程序、Web）,Done,Normal,待设计提示错误,徐苗,余鹏飞,2020-03-23 14:27,"",V0.7,2020-03-23,2020-03-23,"","",0.00,0.00,100,2020-03-21 11:35,2020-03-23 14:27,徐苗,Related to #381,641584761623_.pic.jpg,"",IT Bug,开发,""
485,穿山甲,Bug,415,Tracking 表管理（小程序、Web）,Done,Normal,活动文件全的时候，提示信息不正确,徐苗,余鹏飞,2020-03-23 14:27,"",V0.7,2020-03-21,2020-03-21,"","",0.00,0.00,100,2020-03-21 11:16,2020-03-23 14:27,徐苗,Related to #381,631584760520_.pic.jpg,"",IT Bug,开发,""
470,穿山甲,Story,471,重构 Project 核心模型,Done,Normal,小程序中选择医院的时候去除架构信息,毕艳芳,余鹏飞,2020-04-29 09:10,"",V0.7,2020-04-20,2020-04-20,6.00,6.00,0.00,0.00,100,2020-03-18 11:42,2020-04-29 09:10,徐苗,Related to #633,"","穿山甲, 脑防委, 血压 e 讲堂, 早安血糖 e 讲堂, nood-service","","",""
468,穿山甲,Story,471,重构 Project 核心模型,Done,Normal,脑防委场次管理优化，修改场次变更的方式,毕艳芳,余鹏飞,2020-04-29 09:10,"",V0.7,2020-04-17,2020-04-17,3.00,3.00,0.00,0.00,100,2020-03-18 11:32,2020-04-29 09:10,徐苗,"","","咯叽运营, noodle-thymeleaf","","",""
466,穿山甲,Story,415,Tracking 表管理（小程序、Web）,Done,Normal,加入医院的别名表，活动有效性需要加入相关计算,毕艳芳,余鹏飞,2020-03-31 20:04,"",V0.7,2020-03-20,2020-03-20,6.00,6.00,0.00,0.00,100,2020-03-18 11:16,2020-03-31 20:04,徐苗,"","","血压 e 讲堂, quartz-job","","",""
449,穿山甲,Story,385,直播信息实时在穿山甲展现,Done,Normal,直播过程中，小程序显示状态,毕艳芳,余鹏飞,2020-04-02 17:47,"",V0.7,2020-03-23,2020-03-24,16.00,16.00,2.00,2.00,100,2020-03-16 19:07,2020-04-02 17:47,徐苗,"","","医脉通, 穿山甲, nood-service","","",""
444,穿山甲,Bug,414,邮件上传活动相关的资料,Done,Normal,支持项目名称没更改,徐苗,余鹏飞,2020-03-18 14:27,"",V0.7,2020-03-16,2020-03-16,"","",0.00,0.00,100,2020-03-16 13:48,2020-03-16 15:10,徐苗,Related to #319,clipboard-202003161348-wvh3w.png,"",IT Bug,开发,""
434,穿山甲,Bug,416,ACC 面单管理,Done,Normal,面单录入的时候，可以添加重复数据,徐苗,余鹏飞,2020-03-18 14:24,"",V0.7,2020-03-12,2020-03-12,"","",0.00,0.00,100,2020-03-12 19:33,2020-03-13 15:11,徐苗,Related to #371,clipboard-202003121932-zzixs.png,"",IT Bug,开发,""
423,穿山甲,Bug,387,血压 E 讲堂二期需求变更,Done,Normal,早安血糖无效和取消的活动详情没有内容,毕艳芳,余鹏飞,2020-03-18 14:12,"",V0.7,2020-03-12,2020-03-12,2.00,2.00,0.00,0.00,100,2020-03-12 11:00,2020-03-13 10:51,徐苗,Related to #391,"bug22.png
bug33.png",穿山甲,UAT Bug,开发,""
391,穿山甲,Story,387,血压 E 讲堂二期需求变更,Done,Normal,小程序活动中显示无效原因,毕艳芳,余鹏飞,2020-03-18 10:23,"",V0.7,2020-03-10,2020-03-10,5.00,5.00,1.00,1.00,100,2020-03-09 14:23,2020-03-18 10:23,徐苗,Related to #423,"",血压 e 讲堂,"","",""
381,穿山甲,Story,415,Tracking 表管理（小程序、Web）,Done,Normal,Tracking活动详情页,毕艳芳,余鹏飞,2020-03-31 20:05,"",V0.7,2020-03-13,2020-03-18,20.00,20.00,2.50,2.50,100,2020-03-05 17:43,2020-03-31 20:05,徐苗,"Related to #485, Related to #486, Related to #487, Related to #490, Related to #491, Related to #492",story_381.sql,"穿山甲, 血压 e 讲堂, nood-service","","",""
371,穿山甲,Story,416,ACC 面单管理,Done,Normal,Sally面单内容录入,毕艳芳,余鹏飞,2020-03-18 10:26,"",V0.7,2020-03-05,2020-03-09,12.00,12.00,9.00,9.00,100,2020-03-03 18:10,2020-03-18 10:26,徐苗,"Related to #366, Related to #319, Related to #434","面单录入.jpg
E_讲堂_ACC_面单录入_20200303180950.xlsx
clipboard-202003051133-bz9fz.png
story_371.sql","咯叽服务, 血压 e 讲堂","","",""
363,穿山甲,Story,416,ACC 面单管理,Done,Normal,面单管理 删除项目中的批量上传面单和PPT课件的功能,毕艳芳,余鹏飞,2020-03-18 10:27,"",V0.7,2020-03-10,2020-03-10,8.00,8.00,0.00,0.00,100,2020-03-03 13:38,2020-03-18 10:27,徐苗,Related to #436,story_363.sql,"血压 e 讲堂, 咯叽服务","","",""
345,穿山甲,Bug,675,MCC 幻灯库,Done,Normal,上传面单没有反应，查看后台报错,毕艳芳,余鹏飞,2020-04-29 17:08,"",V0.6,2020-02-27,2020-02-27,0.50,0.50,0.00,0.00,100,2020-02-27 14:35,2020-02-28 15:41,徐苗,Related to #252,bug8.png,血压 e 讲堂,UAT Bug,开发,""
344,穿山甲,Bug,675,MCC 幻灯库,Done,Normal,面单上传成功后出现两个名字,毕艳芳,余鹏飞,2020-04-29 17:08,"",V0.6,2020-02-27,2020-02-27,0.50,0.50,0.00,0.00,100,2020-02-27 13:56,2020-02-28 15:41,徐苗,Related to #252,bug9.png,血压 e 讲堂,UAT Bug,开发,""
332,穿山甲,Bug,675,MCC 幻灯库,Done,Normal,ppt填写有效期，不是在文件名上写,徐苗,余鹏飞,2020-04-29 17:08,"",V0.6,2020-02-26,2020-02-26,2.00,2.00,0.00,0.00,100,2020-02-26 12:39,2020-02-28 15:40,徐苗,Related to #252,企业微信截图_ad2068d5-d621-43db-9938-cd2345519158.png,"",IT Bug,需求,""
331,穿山甲,Bug,675,MCC 幻灯库,Done,Normal,Tracking导入后显示的负责人和Excel的不一致,毕艳芳,余鹏飞,2020-04-29 17:07,"",V0.6,2020-02-26,2020-02-26,0.50,0.50,0.00,0.00,100,2020-02-26 12:14,2020-02-28 15:40,徐苗,Related to #250,bug2.png,血压 e 讲堂,UAT Bug,开发,""
325,穿山甲,Bug,680,E 讲堂二期新需求,Done,Normal,PPT文件错误但是上传按钮可以点击，并存在提示,毕艳芳,余鹏飞,2020-04-29 16:15,"",V0.6,2020-02-25,2020-02-25,0.50,0.50,0.00,0.00,100,2020-02-25 15:25,2020-02-26 08:33,徐苗,Related to #237,bug11111.png,"",UAT Bug,开发,""
319,穿山甲,Story,414,邮件上传活动相关的资料,Done,Normal,问题ACC面单邮件回复,许清斌,余鹏飞,2020-03-31 20:03,"",V0.7,2020-03-02,2020-03-03,8.00,8.00,0.00,0.00,100,2020-02-25 10:03,2020-03-31 20:03,徐苗,"Related to #371, Related to #444","","","","",""
314,穿山甲,Bug,675,MCC 幻灯库,Rejected,Normal,更改活动分类的时候，既不报错，也没有记录日志,徐苗,余鹏飞,2020-04-29 17:11,"",V0.6,2020-02-24,2020-02-24,"","",0.00,0.00,0,2020-02-24 15:44,2020-02-24 18:40,徐苗,Related to #269,"","",IT Bug,需求,""
312,穿山甲,Bug,675,MCC 幻灯库,Done,Normal,有效时间只有一天的MCC号无法导入,徐苗,余鹏飞,2020-04-29 17:07,"",V0.6,2020-02-24,2020-02-24,0.50,0.50,0.00,0.00,100,2020-02-24 13:46,2020-02-24 17:40,徐苗,Related to #250,企业微信截图_05784538-3d9a-4e08-b3d5-ef1bdfbff64a.png,"",IT Bug,开发,""
309,穿山甲,Bug,680,E 讲堂二期新需求,Done,Normal,上传PPT时，错误信息把历史文件信息给顶掉了，应该要保留,徐苗,余鹏飞,2020-04-29 16:15,"",V0.6,2020-02-24,2020-02-24,2.00,2.00,0.00,0.00,100,2020-02-24 11:17,2020-02-28 15:42,徐苗,Related to #237,"企业微信截图_e8a3cc9a-65f8-4901-be4d-19a8fb5390cd.png
企业微信截图_bd471537-1f70-488e-80e1-4f4a43df0741.png","",UAT Bug,开发,""
303,穿山甲,Bug,675,MCC 幻灯库,Done,Normal,tracking表导入报错，如图所示，导入的excel见附件,徐苗,余鹏飞,2020-04-29 17:08,"",V0.6,2020-02-24,2020-02-24,1.00,1.00,0.00,0.00,100,2020-02-23 13:09,2020-02-24 09:18,徐苗,Related to #252,"clipboard-202002231308-6ihkq.png
123321.xlsx","",IT Bug,开发,""
291,穿山甲,Bug,680,E 讲堂二期新需求,Rejected,Normal,待核查状态上传PPT后，医脉通接口没有回调,徐苗,余鹏飞,2020-04-29 16:15,"",V0.6,2020-02-20,2020-02-20,"","",0.00,0.00,0,2020-02-20 17:05,2020-02-20 17:58,徐苗,Related to #237,"","",IT Bug,需求,""
289,穿山甲,Bug,680,E 讲堂二期新需求,Done,Normal,直播内容最多只显示10个汉字,徐苗,余鹏飞,2020-04-29 16:15,"",V0.6,2020-02-20,2020-02-20,2.00,2.00,0.00,0.00,100,2020-02-20 15:44,2020-02-21 12:43,徐苗,Related to #237,"","",IT Bug,开发,""
288,穿山甲,Bug,680,E 讲堂二期新需求,Done,Normal,PPT 上传最大 20MB,徐苗,余鹏飞,2020-04-29 16:15,"",V0.6,2020-02-20,2020-02-20,0.50,0.50,0.00,0.00,100,2020-02-20 15:06,2020-02-21 11:41,徐苗,Related to #237,企业微信截图_7e727edc-47dd-4329-80fb-c3db22c9c6ca.png,"",IT Bug,开发,""
286,穿山甲,Bug,680,E 讲堂二期新需求,Done,Normal,待审核的活动，Acc面单无法上传,徐苗,余鹏飞,2020-04-29 18:18,"",V0.6,2020-02-20,2020-02-20,0.50,0.50,0.00,0.00,100,2020-02-20 13:24,2020-02-20 14:49,徐苗,"",clipboard-202002201323-x3alr.png,"",IT Bug,开发,""
275,穿山甲,Bug,679,早安血糖 e 讲堂,Done,Normal,早安血糖场次管理，无数据时没有“新增”按钮,徐苗,余鹏飞,2020-04-29 15:13,"",V0.6,2020-02-19,2020-02-19,1.00,1.00,0.00,0.00,100,2020-02-19 10:27,2020-02-20 17:20,徐苗,Related to #258,企业微信截图_357b2521-c105-4c6a-b792-b77add0f9203.png,"",UAT Bug,开发,""
271,穿山甲,Story,675,MCC 幻灯库,Done,Normal,幻灯片改造-ACC面单核查,许清斌,余鹏飞,2020-04-29 15:27,"",V0.6,2020-02-21,2020-02-21,3.00,3.00,0.00,0.00,100,2020-02-18 21:01,2020-03-02 09:06,徐苗,"","","血压 e 讲堂, 咯叽服务, noodle-thymeleaf","","",""
269,穿山甲,Story,675,MCC 幻灯库,Done,Normal,幻灯片改造-E讲堂活动管理,许清斌,余鹏飞,2020-04-29 15:27,"",V0.6,2020-02-21,2020-02-21,3.00,3.00,0.00,0.00,100,2020-02-18 20:59,2020-03-02 09:05,徐苗,Related to #314,"","血压 e 讲堂, 咯叽运营, noodle-thymeleaf","","",""
252,穿山甲,Story,675,MCC 幻灯库,Done,Normal,增加幻灯库后，针对活动，单独上传面单和PPT课件的修改,毕艳芳,余鹏飞,2020-04-29 15:24,"",V0.6,2020-02-21,2020-02-21,3.00,3.00,0.50,0.50,100,2020-02-17 21:27,2020-03-02 09:06,徐苗,"Related to #303, Related to #345, Related to #344, Related to #332, Related to #351",story_252.sql,血压 e 讲堂,"","",""
250,穿山甲,Story,675,MCC 幻灯库,Done,Normal,增加幻灯库后，AMMTracking表导入的修改,毕艳芳,余鹏飞,2020-04-29 15:24,"",V0.6,2020-02-20,2020-02-20,4.00,4.00,0.00,0.00,100,2020-02-17 21:17,2020-03-02 09:05,徐苗,"Related to #312, Related to #331","",血压 e 讲堂,"","",""
237,穿山甲,Story,680,E 讲堂二期新需求,Done,High,针对活动，单独上传ACC面单和PPT课件,毕艳芳,余鹏飞,2020-04-29 15:18,"",V0.6,2020-02-17,2020-02-18,8.00,8.00,2.00,2.00,100,2020-02-17 10:25,2020-02-26 09:56,徐苗,"Related to #288, Related to #289, Related to #291, Related to #325, Related to #309, Related to #446","","血压 e 讲堂, noodle-thymeleaf","","",""
232,穿山甲,Story,680,E 讲堂二期新需求,Rejected,Normal,项目的场次搜索中加入异常数据查询,毕艳芳,余鹏飞,2020-04-30 12:01,"",V0.6,2020-02-24,2020-02-24,6.00,6.00,0.00,0.00,0,2020-02-14 15:05,2020-04-30 12:01,谷常生,"","","","","",""
230,穿山甲,Story,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,Tracking导入和面单录入时，去特殊字符,毕艳芳,余鹏飞,2020-07-09 10:00,"",V0.7,2020-07-02,2020-07-02,4.00,4.00,0.00,0.00,100,2020-02-14 14:49,2020-07-09 10:00,徐苗,"",story_230.sql,"","","",""
210,穿山甲,Bug,679,早安血糖 e 讲堂,Done,Normal,E讲堂活动管理目录有两个相同的,徐苗,余鹏飞,2020-04-29 16:32,"",V0.6,2020-02-12,2020-02-12,"","",0.00,0.00,100,2020-02-11 21:42,2020-02-12 09:54,徐苗,Related to #130,clipboard-202002112141-nceut.png,早安血糖 e 讲堂,IT Bug,合并代码,""
206,穿山甲,Bug,679,早安血糖 e 讲堂,Done,Normal,剩余场次数据没显示出来,徐苗,余鹏飞,2020-04-29 16:21,"",V0.6,2020-02-12,2020-02-12,1.00,1.00,0.00,0.00,100,2020-02-11 15:26,2020-02-12 09:52,徐苗,Related to #129,clipboard-202002111526-cjjg3.png,早安血糖 e 讲堂,IT Bug,开发,""
205,穿山甲,Bug,679,早安血糖 e 讲堂,Done,Normal,点击修改后报404错误,徐苗,余鹏飞,2020-04-29 18:11,"",V0.6,2020-02-11,2020-02-11,1.50,1.50,0.00,0.00,100,2020-02-11 15:23,2020-02-12 09:54,徐苗,Related to #134,clipboard-202002111523-kkgy2.png,早安血糖 e 讲堂,IT Bug,开发,""
203,穿山甲,Bug,679,早安血糖 e 讲堂,Done,Normal,管理早安血糖的场次管理中新建的场次中剩余场次没有显示,徐苗,余鹏飞,2020-04-29 18:11,"",V0.6,2020-02-11,2020-02-11,1.00,1.00,0.00,0.00,100,2020-02-11 15:22,2020-02-12 09:54,徐苗,Related to #134,clipboard-202002111522-xhapp.png,早安血糖 e 讲堂,IT Bug,开发,""
202,穿山甲,Story,680,E 讲堂二期新需求,Done,Normal,向直播平台医脉通重复推送PPT课件,毕艳芳,余鹏飞,2020-04-29 15:07,"",V0.6,2020-02-11,2020-02-11,2.00,2.00,1.00,1.00,100,2020-02-11 14:20,2020-02-19 13:28,徐苗,"","",血压 e 讲堂,"","",""
201,穿山甲,Story,679,早安血糖 e 讲堂,Done,Low,导出问文件名需要加入项目名称,毕艳芳,余鹏飞,2020-04-29 14:57,"",V0.6,2020-02-12,2020-02-12,2.00,2.00,0.00,0.00,100,2020-02-11 13:50,2020-02-12 21:54,徐苗,"","","早安血糖 e 讲堂, 血压 e 讲堂","","",""
196,穿山甲,Bug,684,后台的公共管理页面,Done,Normal,屏幕小的时候左侧导航栏推出按钮会与其他功能按钮重叠，点击后退出后台,徐苗,余鹏飞,2020-04-30 10:21,"",V0.6,2020-02-11,2020-02-11,1.00,1.00,0.00,0.00,100,2020-02-11 09:56,2020-02-11 16:26,徐苗,"",clipboard-202002110954-9baiv.png,"",IT Bug,开发,""
190,穿山甲,Story,678,活动的短信通知,Done,Normal,活动变更发送短信给代表提醒,毕艳芳,余鹏飞,2020-04-29 15:08,"",V0.6,2020-02-12,2020-02-13,4.00,4.00,4.50,4.50,100,2020-02-07 19:15,2020-02-19 13:28,徐苗,Related to #216,story_190.sql,"血压 e 讲堂, 早安血糖 e 讲堂","","",""
181,穿山甲,Bug,680,E 讲堂二期新需求,Done,Normal,DSM场次导出后总场数为null,徐苗,余鹏飞,2020-04-29 15:58,"",V0.6,2020-02-07,2020-02-07,1.00,1.00,0.00,0.00,100,2020-02-07 10:50,2020-02-10 11:03,徐苗,Related to #147,clipboard-202002071049-7s7uf.png,血压 e 讲堂,IT Bug,开发,""
178,穿山甲,Bug,680,E 讲堂二期新需求,Done,Normal,DSM场次查询的汇总查询没有修改，剩余场次为空，是否异常,毕艳芳,余鹏飞,2020-04-29 15:58,"",V0.6,2020-02-06,2020-02-06,2.00,2.00,0.00,0.00,100,2020-02-06 18:12,2020-02-10 11:02,徐苗,Related to #147,bug2.png,血压 e 讲堂,UAT Bug,开发,""
177,穿山甲,Bug,680,E 讲堂二期新需求,Done,Normal,PPT课件上传，如果分期错误没有错误信息提示,毕艳芳,余鹏飞,2020-04-29 16:07,"",V0.6,2020-02-06,2020-02-06,1.00,1.00,0.00,0.00,100,2020-02-06 17:40,2020-02-10 11:08,徐苗,Related to #164,"",血压 e 讲堂,UAT Bug,开发,""
161,穿山甲,Bug,680,E 讲堂二期新需求,Done,Normal,PPT课件，重复上传，报错500,毕艳芳,余鹏飞,2020-04-29 15:57,"",V0.6,2020-02-05,2020-02-05,2.00,2.00,0.00,0.00,100,2020-02-05 14:56,2020-02-10 11:14,徐苗,Related to #146,"",血压 e 讲堂,UAT Bug,开发,""
160,穿山甲,Bug,680,E 讲堂二期新需求,Done,Normal,PPT课件上传，没有分期的判断,毕艳芳,余鹏飞,2020-04-29 15:57,"",V0.6,2020-02-05,2020-02-05,2.00,2.00,0.00,0.00,100,2020-02-05 14:50,2020-02-06 12:03,徐苗,Related to #146,"",血压 e 讲堂,UAT Bug,开发,""
156,穿山甲,Bug,680,E 讲堂二期新需求,Done,Normal,如图分期为空的数据异常,徐苗,余鹏飞,2020-04-29 15:58,"",V0.6,2020-02-04,2020-02-04,3.00,3.00,0.00,0.00,100,2020-02-04 18:04,2020-02-06 09:51,徐苗,Related to #147,clipboard-202002041803-kovzt.png,"",IT Bug,开发,""
154,穿山甲,Bug,680,E 讲堂二期新需求,Done,Normal,DMS场次管理，点击限制次数时，报错,徐苗,余鹏飞,2020-04-29 15:57,"",V0.6,2020-02-05,2020-02-05,3.00,3.00,0.00,0.00,100,2020-02-04 17:36,2020-02-06 09:49,徐苗,Related to #147,clipboard-202002041736-wwykw.png,"",IT Bug,开发,""
